QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerText,MisconceptionName
1597,287,Perform calculator calculations with powers,217,Basic Calculator Use,C,Which button would you press to raise a number to a power? Which button would you press to raise a number to a power? ![A scientific calculator]() ![A scientific calculator](),![Image of a calculator button. The symbol on the button is \(\frac{\square}{\square}\)]() ![Image of a calculator button. The symbol on the button is \(\frac{\square}{\square}\)](),Thinks the fraction button on a calculator converts fractions to decimals
1597,287,Perform calculator calculations with powers,217,Basic Calculator Use,C,Which button would you press to raise a number to a power? Which button would you press to raise a number to a power? ![A scientific calculator]() ![A scientific calculator](),![Image of a calculator button. The symbol on the button is \( x^{-1} \)]() ![Image of a calculator button. The symbol on the button is \( x^{-1} \)](),Does not recognise a reciprocal equation
1597,287,Perform calculator calculations with powers,217,Basic Calculator Use,C,Which button would you press to raise a number to a power? Which button would you press to raise a number to a power? ![A scientific calculator]() ![A scientific calculator](),![Image of a calculator button. The symbol on the button is \( S \Leftrightarrow D \)]() ![Image of a calculator button. The symbol on the button is \( S \Leftrightarrow D \)](),Thinks the fraction to decimal conversion button on a calculator can be used to raise to a power
1598,233,Identify where negative non-integers lie on a number line,210,Ordering Negative Numbers,D,"Here is a number line: ![A horizontal number-line with 13 vertical, equally spaced, dashes representing the position of numbers. The 1st dash is labelled with ""-6"", the 3rd dash is labelled ""-4"", the 5th dash is labelled ""-2"", the 7th dash is labelled ""0"", the 9th dash is labelled ""2"", the 11th dash is labelled ""4"" and the 13th dash is labelled ""6""    A red arrow, labelled with a question mark is pointing halfway between the 3rd and 4th dashes. ]() Which of the following numbers could be indicated by the arrow?",\( -3 \),"Reads the position of a number from the space between the line marked, rather than the line marked"
1598,233,Identify where negative non-integers lie on a number line,210,Ordering Negative Numbers,D,"Here is a number line: ![A horizontal number-line with 13 vertical, equally spaced, dashes representing the position of numbers. The 1st dash is labelled with ""-6"", the 3rd dash is labelled ""-4"", the 5th dash is labelled ""-2"", the 7th dash is labelled ""0"", the 9th dash is labelled ""2"", the 11th dash is labelled ""4"" and the 13th dash is labelled ""6""    A red arrow, labelled with a question mark is pointing halfway between the 3rd and 4th dashes. ]() Which of the following numbers could be indicated by the arrow?",\( -2.75 \),Believes a gap of 2 is a gap of 1 on a numberline
1598,233,Identify where negative non-integers lie on a number line,210,Ordering Negative Numbers,D,"Here is a number line: ![A horizontal number-line with 13 vertical, equally spaced, dashes representing the position of numbers. The 1st dash is labelled with ""-6"", the 3rd dash is labelled ""-4"", the 5th dash is labelled ""-2"", the 7th dash is labelled ""0"", the 9th dash is labelled ""2"", the 11th dash is labelled ""4"" and the 13th dash is labelled ""6""    A red arrow, labelled with a question mark is pointing halfway between the 3rd and 4th dashes. ]() Which of the following numbers could be indicated by the arrow?",\( -4.5 \),Counts on in the wrong direction on a number line
1599,3132,Write algebraic expressions with correct algebraic convention,70,Writing Expressions,A,Which answer shows the following calculation using the correct algebraic convention? \( c \div(h+4) \),\( \frac{c+4}{h+4} \),Does not correctly apply the distributive property of multiplication
1599,3132,Write algebraic expressions with correct algebraic convention,70,Writing Expressions,A,Which answer shows the following calculation using the correct algebraic convention? \( c \div(h+4) \),\( \frac{c}{h}+4 \),Carries out operations from left to right regardless of priority order
1599,3132,Write algebraic expressions with correct algebraic convention,70,Writing Expressions,A,Which answer shows the following calculation using the correct algebraic convention? \( c \div(h+4) \),\( \frac{h+4}{c} \),Believes that a fraction means dividing the denominator by the numerator
1600,3141,Solve quadratic inequalities from the graph of the quadratic,1984,Quadratic inequalities on Number Lines,D,Use the graph to approximate the solution to \( x^{2}<2 \) ![A set of axes with the quadratic graph y=x^2 drawn on.](),"\( x<-1.4, x>1.4 \)",Selects y>a solutions instead of y<a solutions for a quadratic inequality
1601,1273,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable,50,Expanding Single Brackets,B,"\(
2(5 x+4)-4(x-7) \equiv A x+B
\)

What is the value of \( A \) ?",\( 4 \),Only multiplies the numerical terms when expanding a bracket
1602,1425,Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a),52,Factorising into a Single Bracket,B,"Tom and Katie are arguing about factorising 

Tom says \( p^{2}+9 p \equiv(p+3)(p+3) \) 

Katie says \( p^{2}+9 p \equiv p(p+9) \) 

Who is correct?",Only Tom,"When factorising a quadratic without a non variable term, tries to double bracket factorise"
1603,1099,Find the nth term rule for an ascending integer linear sequence,171,Linear Sequences (nth term),C,"\[
7,10,13,16,19, \ldots
\]

When calculating the nth-term rule of this sequence, what should replace the star? nth-term rule: ![\( \hat{\omega}^{n} \)]()",\( 7 \),"When finding the nth term of a linear sequence, thinks the the first term is the coefficient in front of n."
1604,473,Calculate the square of a number,245,"Squares, Cubes, etc",A,What is the value of \( 1^{2} \) ?,\( 2 \),Multiplies by the index
1604,473,Calculate the square of a number,245,"Squares, Cubes, etc",A,What is the value of \( 1^{2} \) ?,\( 3 \),Adds the index to the number
1604,473,Calculate the square of a number,245,"Squares, Cubes, etc",A,What is the value of \( 1^{2} \) ?,\( 12 \),Writes the index as a digit on the end of a number
1605,312,Multiply two decimals together with the same number of decimal places,224,Multiplying and Dividing with Decimals,C,\( 0.2 \times 0.8= \),\( 0.28 \),When multiplying just writes the numbers next to each other
1605,312,Multiply two decimals together with the same number of decimal places,224,Multiplying and Dividing with Decimals,C,\( 0.2 \times 0.8= \),\( 1.6 \),"When multiplying decimals, divides by the wrong power of 10 when reinserting the decimal"
1605,312,Multiply two decimals together with the same number of decimal places,224,Multiplying and Dividing with Decimals,C,\( 0.2 \times 0.8= \),\( 1 \),Adds instead of multiplies
1606,1288,Prove statements involving positive and negative numbers,1081,Algebraic Proof,B,"""If \( n \) is a positive integer, then \( (2 n-13)^{3} \) is negative""

Is the above statement always true, sometimes true, or never true?",Never true,Believes raising a negative number to an odd power will give a positive answer
1607,1470,"Solve two-step linear equations, with the variable on one side, with all positive integers",64,Linear Equations,A,"Isaac is trying to solve the equation on the right. \( 15=\frac{1+k}{4} \) Here are his steps. Step \( 1: \) \(
60=1+k
\)

Step \( 2: \) \(
61=k
\) Which steps, if any, are correct?",Only ste.p \( 2 \),"When solving an equation, uses the same operation rather than the inverse."
1607,1470,"Solve two-step linear equations, with the variable on one side, with all positive integers",64,Linear Equations,A,"Isaac is trying to solve the equation on the right. \( 15=\frac{1+k}{4} \) Here are his steps. Step \( 1: \) \(
60=1+k
\)

Step \( 2: \) \(
61=k
\) Which steps, if any, are correct?",Both steps are correct,"When solving an equation, uses the same operation rather than the inverse."
1607,1470,"Solve two-step linear equations, with the variable on one side, with all positive integers",64,Linear Equations,A,"Isaac is trying to solve the equation on the right. \( 15=\frac{1+k}{4} \) Here are his steps. Step \( 1: \) \(
60=1+k
\)

Step \( 2: \) \(
61=k
\) Which steps, if any, are correct?",Both step.s are incorrect,Does not know how to solve linear equations involving fractions
1608,246,Carry out addition problems involving one negative integer,211,Adding and Subtracting Negative Numbers,B,"![Diagram of a thermometer showing positive and negative temperatures, with an arrow labelled +5 going from -1 up to 4]() Which of the following calculations is represented on the thermometer?",\( 4+5=-1 \),Believes we move down a number line when we add
1608,246,Carry out addition problems involving one negative integer,211,Adding and Subtracting Negative Numbers,B,"![Diagram of a thermometer showing positive and negative temperatures, with an arrow labelled +5 going from -1 up to 4]() Which of the following calculations is represented on the thermometer?",\( -1+4=5 \),Believes the number of jumps between two numbers on a numberline represents the sum of those 2 numbers 
1608,246,Carry out addition problems involving one negative integer,211,Adding and Subtracting Negative Numbers,B,"![Diagram of a thermometer showing positive and negative temperatures, with an arrow labelled +5 going from -1 up to 4]() Which of the following calculations is represented on the thermometer?",\( 1+4=5 \),Believes a negative number can be replaced with its positive equivalent when answering an addition problem from a numberline
1609,3346,Identify the order of rotational symmetry of a shape,276,Rotational Symmetry,C,![\( \nabla \)]() What is the order of rotational symmetry of this shape?,\( 0 \),Does not know how to find order of rotational symmetry
1609,3346,Identify the order of rotational symmetry of a shape,276,Rotational Symmetry,C,![\( \nabla \)]() What is the order of rotational symmetry of this shape?,\( 1 \),Does not know how to find order of rotational symmetry
1609,3346,Identify the order of rotational symmetry of a shape,276,Rotational Symmetry,C,![\( \nabla \)]() What is the order of rotational symmetry of this shape?,\( 9 \),Does not know how to find order of rotational symmetry
